Volumen,Filename,Fila,Transcripcion,Precio,Observaciones,Salto De Pagina
2,pagina_0114-OCR.json,6, Ordenanzas de la Ciudad de Logroño: 8º 1744 N. 73 3,3,,VERDADERO
2,pagina_0114-OCR.json,7, Ordenanzas de la Ciudad de Logroño: 8º Logroño 1744 N. 84 3,3,,VERDADERO
2,pagina_0114-OCR.json,8, + Ordenanzas del Consulado de Bilbao: fol. Pasta  Mad. 1787 N. 63 90,90,,VERDADERO
2,pagina_0114-OCR.json,9, Ordenanzas de la Rª Acequia de Jarama 8º Mad. 1771. N. 49 4,4,,VERDADERO
2,pagina_0114-OCR.json,10, + Ordenanzas de la Ciudad y Comunidad de Daroca ,,,VERDADERO
2,pagina_0115-OCR.json,0,folio N 219,6,,
2,pagina_0115-OCR.json,1,N. 219 Ordenanzas del Consejo R. de las Indias: fol. Mad. 1636 N. 234 12,12,,FALSO
2,pagina_0115-OCR.json,2,Bilbao Ordenanzas de la Casa de Contratación de Bilbao 1738 N. 232 50,50,,VERDADERO
2,pagina_0115-OCR.json,3,Sevilla Ordenanzas de la R. Audiencia de Sevilla: folio 1603 N. 234 24,24,,VERDADERO
2,pagina_0115-OCR.json,4,Ordenanzas R. de Castilla Recopiladas por el D. Alfonso Diaz de Montalbo 1528 N. 197 24,24,,VERDADERO
2,pagina_0115-OCR.json,5,Ordenanzas que los Señores Ilustres de Granada mandaron guardar la buena governacion de su Republica 1670  N. 245 40,40,,VERDADERO
2,pagina_0115-OCR.json,6,Ordenanzas Militares: 8º 4 tomos el primero en Pasta  1768 N. 202 54,54,,VERDADERO
2,pagina_0115-OCR.json,7,Ordenanzas Militares: 4º Reas 2 tomos Pasta  1768 N. 307 120,120,,VERDADERO
2,pagina_0115-OCR.json,8,Ordenanzas de S. M. para el Regimen y Gobierno y disciplina de Guardias de Infanteria Española y Walona: 8º Mad. 1773 N. 202 8,8,,VERDADERO
2,pagina_0116-OCR.json,1,Ordenanzas del Hospital de Zaragoza 4.º 1656 N. 47 4,4,,FALSO
2,pagina_0116-OCR.json,2,"Ordenanza de Guardia de Infantería Española, y Walona 8.º mayor Madrid 1773 N. 260 10.",10,,VERDADERO
2,pagina_0116-OCR.json,3,Ordinationes Praepositorum Generalium communes totae Societati 8.º Romae 1616 N. 83 8,8,,VERDADERO
2,pagina_0116-OCR.json,4,D. Pedro Horst Recogimiento de Mendigos 4.º Zaragoza 1672 263 N. 10,10,,VERDADERO
2,pagina_0116-OCR.json,5,"Orellano (D. Francisco Vicente) Tratado de Barricas, y Chavales Valencia 1755 N. 100 p. 2ª. 4.º 12",12,,VERDADERO
2,pagina_0116-OCR.json,6,Origen y principio de la órn. de Caballería de Alcántara con relación de los Maestres que hubo de ella fol. Madrid 1662 30.,30,,VERDADERO
2,pagina_0116-OCR.json,7,"Origen, Antigüedad, y distinguida Nobleza de las Casas de Centurion, y Fonseca fol. Pasta  219 36.",36,,VERDADERO
2,pagina_0116-OCR.json,8,"Origen y descendencia de la Casa de la Torre Aldea del S.º Junto á la Ciudad de Soria, y de la Casa de los Salcedo 4.º Zaragoza 1750 190 12.",12,,VERDADERO
2,pagina_0116-OCR.json,9,"Origenis Fragmentum, comment. interpret Joa. Prob. in Evangelium 8.º 127 6.",6,,VERDADERO
2,pagina_0117-OCR.json,1,Ormaiz (Josef) Scholios al Manual del Conde Manuel Thezauro 4º.2 tom. 1 Volum. Mad. 1674 N.18 12,12,,FALSO
2,pagina_0117-OCR.json,2,Oronii Iniae Derebus Mathematicas fig. fol. Paris 1546 N.55 28,28,,VERDADERO
2,pagina_0117-OCR.json,3,Oroni (Jo) Ad Hispania prudentum Commentaris fol. Tom. prim. Salmanticae 1557 Atado 32.4 20,20,,VERDADERO
2,pagina_0117-OCR.json,4,Ornii (Pauli) Adversus Paganum historiarum cum notis Fabrii 12 Augustiae 1615 N.94 15,15,,VERDADERO
2,pagina_0117-OCR.json,5,Havercampus Historiarum cum notis variarum illustravit 4º Lugduni 1738 N.77 fig. 80,80,,VERDADERO
2,pagina_0117-OCR.json,6,Oroz (D. Hieron.de) De Apiabus juris Civilis fol. Lugduni 1733 N.254 24,24,,VERDADERO
2,pagina_0117-OCR.json,7,Orozco (Fr. Alfonso) De Ngali institutione Principum 4º Compluti 1565 N.252 12,12,,VERDADERO
2,pagina_0117-OCR.json,8,"Orsi (Fr. Josephi Augustini) De irrefor-mabili, Romani Pontificis in definiendis fidei controversiis, judico, adversus quartam Cleri Gallicani propositionem à Bosuetio propugnatam 4º cinco tom. Romae 1739 N.289 105",105,,VERDADERO
2,pagina_0117-OCR.json,9,Ortega (D. Ignatii Josef ab) Additiones ad opera Canonica D. Cobarrubias fol. Matriti 1737 N.275 32,32,,VERDADERO
2,pagina_0118-OCR.json,1,Ortega (Dn. Franc. Ign.) Resoluciones claras dudas que pueden ofrecerse en el Derecho sobre como convienen los militares en Guatemala 8º ciudad 1733 Nº 129 5,5,,FALSO
2,pagina_0118-OCR.json,2,"Ortega y Correa (Dn. Ign. José) Preguntas del derecho público, en interpretación de los tratados de Paz, y otras cosas del mismo 4º ciudad 1747 Nº 309 14",14,,VERDADERO
2,pagina_0118-OCR.json,3,"Ortega (Fr. Francisco) Aritmética, y Geometría 4º feb. 1542 Nº 40 24",24,,VERDADERO
2,pagina_0118-OCR.json,4,"Ortega, Melgares, et alpinota (D. Severianus Antonius) Commentarii ad textum Scti Laberii, cum notis Fili Pauli fol. Salamanca 1688 Nº 288 12",12,,VERDADERO
2,pagina_0118-OCR.json,5,Ortega y Palan Curso Elemental de Retórica 8º Xusticia ciudad 1785 Nº 150 12,12,,VERDADERO
2,pagina_0118-OCR.json,6,Ortelii (Abrahami) Theatrum Geographicum fol. Antuerpiae 1587 Nº 54 46,46,,VERDADERO
2,pagina_0118-OCR.json,7,Ortelii (Abrahami) Synonimia Geographica 4º Antuerpiae 1578 Nº 45 15,15,,VERDADERO
2,pagina_0118-OCR.json,8,"Ortelii (Abrahami) Theatro del Orbe de la Tierra fol. mayor, Amberes 1612 Nº 74 fig. illum. 600",600,,VERDADERO
2,pagina_0118-OCR.json,9,Ortografía Española compuesta por la Academia Española 8º ciudad 1741 Nº 32 6,6,,VERDADERO
2,pagina_0118-OCR.json,10,Ortografía Castellana 16º  Nº 15 3,3,,VERDADERO
2,pagina_0118-OCR.json,11,"Ortografía Castellana manual y epíteto, y tabla de letras traducidas al Griego 8º Salamanca 1630 Nº 32 15",15,,VERDADERO
2,pagina_0118-OCR.json,12,Oxi (Dn. Francisco) Memorias históricas de la fundación de la Universidad de Valencia 4º Madrid 1730 Nº 112 12,12,,VERDADERO
2,pagina_0118-OCR.json,13,Oxir (Blasi) Perquam graphica descriptio Summi templi toletani 8º Toledo 1549 Nº 39 18,18,,VERDADERO
2,pagina_0118-OCR.json,14,Oxir (Blasi) Ciudad de Treveranium Adriani Septi Ducis 8º Toledo 1546 Nº 39 25,25,,VERDADERO
2,pagina_0118-OCR.json,15,Oxir (Dn. Diego) Divanso genealógico de los Oxires 4º Cádiz 1670 Nº 38 212 18,18,,VERDADERO
2,pagina_0119-OCR.json,1,Ortiz (F. Francisco) Epistola familiaris Zaragoza 1552 v. 38 24,24,,FALSO
2,pagina_0119-OCR.json,2,"Ortiz (Josef Mariano) Informe Historico, Chronologico latino legal Madrid 1782 N. 131 15",15,,VERDADERO
2,pagina_0119-OCR.json,3,Ortiz (F. Francisco Fernandez Perez & Juan de la Peña) Vida de F. Francisco Fernandez Perez & Juan de la Peña Madrid 1777 N. 179 4,4,,VERDADERO
2,pagina_0119-OCR.json,4,Ortiz & la Peña (Joseph) Biblioteca Salmantina Salamanca 1777 N. 115 54,54,,VERDADERO
2,pagina_0119-OCR.json,5,Ortuoni Westembergii (Joanni) Discertatio de Iurisprudentia Lugd. 1734 N. 68 6,6,,VERDADERO
2,pagina_0119-OCR.json,6,O-Scalan (D. Thimoteo) Practica moderna de la Inoculacion Madrid 1784 N. 193 10,10,,VERDADERO
2,pagina_0119-OCR.json,7,Osmont (J. B. C.) Dictionnaire topographique Paris 1768 N. Tot. en 2 tomos 5,5,,VERDADERO
2,pagina_0119-OCR.json,8,Orozii (Hieronymi) De Nobilitate civili et Christiana Florentiae 1552 N. 100 12,12,,VERDADERO
2,pagina_0119-OCR.json,9,Orozii (Hieronymi Episc.) De religione lib. 3 Coloniae 1585 N. 317 6,6,,VERDADERO
2,pagina_0119-OCR.json,10,Osonii (D. Hieronimi) De Regio institutione et Disciplinis Oliviponae 1571 N. 115 24,24,,VERDADERO
2,pagina_0119-OCR.json,11,Osonii (Hieronymi) De vera sapientia in S. Coloniae Agrippinae S. Coloniae Agrippinae 1579 N. 102 6,6,,VERDADERO
2,pagina_0119-OCR.json,12,Osonii (D. De Florio) Lib. 4 Florentiae Florentiae 1552 N. 100 p. 2 d. 12,12,,VERDADERO
2,pagina_0119-OCR.json,13,Osonii (Eund. D. opus) 8.º Bilbao Bilbao 1578 N. 102 6,6,,VERDADERO
2,pagina_0119-OCR.json,14,Ostrio (F. Hieronimo) De Iebus Emanuelis Regis vita Oliviponae 1571 N. 142 40,40,,VERDADERO
2,pagina_0119-OCR.json,15,Ostrio (Eund. id. opus) 1.º Coloniae Agrippinae Coloniae Agrippinae 1571 N. 126 18,18,,VERDADERO
2,pagina_0119-OCR.json,16,Osorio (F. Antonio) Vita Ferdinandi Toletani Incir. Max Salamancae 1669 N. 136 20,20,,VERDADERO
2,pagina_0120-OCR.json,1,"Osorio Barba (Lorenzo) Pina de Rosas atada por graves y Santos Autores Theologos, y Canonistas S. Salamanca 1589 N. 230 18",18,,FALSO
2,pagina_0120-OCR.json,2,+ Oruna ... (F. Francisco) Arte de los Estados S. Sevilla 1534 N. 303 30,30,,VERDADERO
2,pagina_0120-OCR.json,3,+ Otalora ... (D. Jo. Antonii) De irregularitate S. Salmanticae 1654 N. 271 8,8,,VERDADERO
2,pagina_0120-OCR.json,4,Otero ... (D. Antonio Fernandez) Tractatus & Officia libri Reipublicae fol. Lugduni 1700 N. 254 30,30,,VERDADERO
2,pagina_0120-OCR.json,5,Oteiza y Olano (Athanasio) Paralipomenon et electorum Junis Civilis Selectarumque Antiquitatum fol. Vallisolei 1646 N. 246 18,18,,VERDADERO
2,pagina_0120-OCR.json,6,"Othonis ... (Everardi) Disertatio juris Publici, et Privati &c. 4° traiech ad Rhenum 1723 N. 310 28",28,,VERDADERO
2,pagina_0120-OCR.json,7,+ Eiusd. De Aedilibus Gloniarnm et cluni cipiorum 8° Lipsiae 1732 N. 281 12,12,,VERDADERO
2,pagina_0120-OCR.json,8,+ Eiusd. De Anteludiarum publicarum 12° traiech ad Rhenum 1735 N. 191 12,12,,VERDADERO
2,pagina_0120-OCR.json,9,"+ Eiusd. De Vita, Studijs Scriptis honoribus et morte Aemilli Papiniani 12° Bremiae 1743 N. 240 12",12,,VERDADERO
2,pagina_0120-OCR.json,10,+ Eiusd. Commentarius et notae criticae ad Ff. Justiniani P.P. Aug. institutionum cum emendatione Cujari 4° Francofurti et Lipsiae 1743 N. 225 28,28,,VERDADERO
2,pagina_0120-OCR.json,11,+ Id. De Jurisprudentia Symbolica 8,8,,VERDADERO
2,pagina_0120-OCR.json,12,"+ Eiusd. Thesaurus juris Romani, cum Varioribus opusculis meliorum interpretum: fol. 8° tom. 5 maior. 5 tom. 2° traiech ad Rhenum 1733 N. 238 550",550,,VERDADERO
2,pagina_0121-OCR.json,1,Eurid. Notitia rerum publicarum Europae praecipuarum 8.° trajecti ad Rhenum 1739 c/v 89. 12,12,,FALSO
2,pagina_0121-OCR.json,2,Ovalle (Alonso) Historia Del Reyno De Chile: fol. N. 138. 16,16,,VERDADERO
2,pagina_0121-OCR.json,3,Ovando (P. Frande) Ocio & Castilla en diversos poemas: 4.° Malaga 1663 c/v 8. 15,15,,VERDADERO
2,pagina_0121-OCR.json,4,Ovidii Opera omnia cum not. Heini & editione Elzevirii: 12. Amsteldami 1663 c/v 72. 24,24,,VERDADERO
2,pagina_0121-OCR.json,5,Eurid. opera 8.° Florentiae 1538 c/v 3. 6,6,,VERDADERO
2,pagina_0121-OCR.json,6,Eurid. opera 8.° Lugduni 1585 c/v 4. 6,6,,VERDADERO
2,pagina_0121-OCR.json,7,Eurid. De Arte Amandi cum notis et emendationibus: 8.° Lugduni 1531 c/v 13. 12,12,,VERDADERO
2,pagina_0121-OCR.json,8,Eurid. Metamorphoseon cum comment. amplissimis: 8.° fol. Ven. 1517. c/v 1. 20,20,,VERDADERO
2,pagina_0121-OCR.json,9,Eurid. Metamorphoseon 8.° Lugd. 1546 c/v 3. 6,6,,VERDADERO
2,pagina_0121-OCR.json,10,Eurid. Metamorphoseon traduc. al castellano por Dr. Gaspar cuartinero de Trillanes: 8.° Madrid 1664 c/v 2. 12,12,,VERDADERO
2,pagina_0121-OCR.json,11,"Eurid. Metamorphoseon traducido en verso castellano por Sigler, con un Diccionario poetico por el mismo: 16.° Burgos 1609. Añado 19. 8",8,,VERDADERO
2,pagina_0121-OCR.json,12,Eurid. Metamorphoseon en octava rima trad. por Phelipe Mey: 8.° Zaragoza 1586. c/v 2. 12,12,,VERDADERO
2,pagina_0121-OCR.json,13,Eurid. id. opus en prosa castellana por Dr. Alb. Gueipo & Llano: 8.° Madrid. 1648 c/v 2. 8,8,,VERDADERO
2,pagina_0121-OCR.json,14,Eurid. id. transformaciones traduc. del texto latino en tercetos y octavas rimas: 4.° Valladolid 1589 c/v 27. 36,36,,VERDADERO
2,pagina_0122-OCR.json,1,"id. Metham. en latin, jaleman, cum figuris apud Agrippensem 1603 V12. A.° mayor 30",30,,FALSO
2,pagina_0122-OCR.json,2,id. Lemeta morphosi Xi. Ridoto Gagiovanni Andrea de Sanguiñara S. Venetia 1578 N. 6 18,18,,VERDADERO
2,pagina_0122-OCR.json,3,id. Las Heruidas con paraphrasis Espanola J. Sebastian de Alvarado S. Burdeos 1628 N. 33 18,18,,VERDADERO
2,pagina_0122-OCR.json,4,Owenti. (Juan) Epigramatum Ambro Britanni Oxoniensis Amstelodami 1647 V228 6,6,,VERDADERO
2,pagina_0122-OCR.json,5,Eiurd. idem 16. Lata tolae 1671 A. 1 6,6,,VERDADERO
2,pagina_0122-OCR.json,6,Oren. (Juan) Agudezas traducidas por Torre 2. tom. Madrid 1582 cr 13 26,26,,VERDADERO
2,pagina_0122-OCR.json,7,Oyao. (dic. D. Fran. D.) Tratado de leyes Quintas y Reductor S. Pait. Madrid 1734 cr 292 24,24,,VERDADERO
2,pagina_0122-OCR.json,8,id. Tratado de las leyes penales de la Milicia Española S. p. Mad. 1732 cr 315 15,15,,VERDADERO
2,pagina_0122-OCR.json,9,Oyanguren (D. Íñigo) Guarisma poetica S. Madrid 1739 cr 20 12,12,,VERDADERO
2,pagina_0122-OCR.json,10,Ozaeta y Gallarzegni (D. Jo. Hipolito) La fantabria vindicada S. Mad. 1779 cr 134 12,12,,VERDADERO
2,pagina_0122-OCR.json,11,id. El R. P. M. Fr. Ennrique Hore Vindicador de la fantabria S. Madrid 1779 cr 134 12,12,,VERDADERO
2,pagina_0122-OCR.json,12,"Ozta Yelburquiz (M. D. Pedro Luis) Marta Pastoral, a su Diocesano S. Pait. Madrid 1786 cr 199 12",12,,VERDADERO
2,pagina_0123-OCR.json,1,Pace (Fr. Fran.) Enodatio Plurimarum humanarum larum 8. Octobris 1774 Nº 147 12,12,,FALSO
2,pagina_0123-OCR.json,2,Pace (Manus. Salon de) Comentario ad Priores leges Tauri fol. Pinciae 1568 Num. 935 30,30,,VERDADERO
2,pagina_0123-OCR.json,3,Pacheco (M. D. Fran.) Synodaly del Arzobispado & Burgos. Fol. Burgos. 1527. Num. 278 34,34,,VERDADERO
2,pagina_0123-OCR.json,4,Pacheco (Fran.) Arte de la Pintura. S. Sevilla. 1649. Tom. Pasta Numero 100 30,30,,VERDADERO
2,pagina_0123-OCR.json,5,Pacheco de Narvaez (D. Luis) De la Trandera & la Espada. S. Madrid 1600. Num. 222 30,30,,VERDADERO
2,pagina_0123-OCR.json,6,"Pacheco (D. Luis) Examen de la Maestranza de la Fuerza de las Armas, en teoría: 8. 1699 5",5,,VERDADERO
2,pagina_0123-OCR.json,7,"Pacheco (D. Luis) Nueva Ciencia y filosofía de la Fuerza de las Armas, en teoría y práctica. Madrid 1672 Madrid 30 30",30,,VERDADERO
2,pagina_0123-OCR.json,8,"Pachichellis (To. Bapt.) Lucubrationi ad Corpus Philologicum. S. Coloniae, cu. 250 4",4,,VERDADERO
2,pagina_0123-OCR.json,9,Pachichellis (To. Bapt.) Commentarium de Jure Hospitalitatis in Universo Coloniae. 1676. m. Num. 261 6,6,,VERDADERO
2,pagina_0123-OCR.json,10,Paujicaycuodertur (T. de Noraza) Quaestiones Peripateticae. 8. Ibidem. 1664 Num. 73 18,18,,VERDADERO
2,pagina_0123-OCR.json,11,"Parisius (Fili) Juris Romani initia & progressus illustrati, cum fragmentis Ulpiani. 8. Antuerpiae 1622 Num. 227 6",6,,VERDADERO
2,pagina_0123-OCR.json,12,Padilla y Meneses (Antonius B.) Opera Juridica. fol.,,,VERDADERO
2,pagina_0124-OCR.json,0,tres tom. Salamanticae Num 257 36,36,,
2,pagina_0124-OCR.json,1,"Padilla (D. Agustín Laurencio) Compendio del Origen, Antigüedad y Nobleza de la Familia y Apellido Sevilla 1689 253 12",12,,FALSO
2,pagina_0124-OCR.json,2,Padilla (Franciscus) Epitome Compiliorum omnium Generalium et Particularium usque ad annum 1584 259 18,18,,VERDADERO
2,pagina_0124-OCR.json,3,Padilla (D. Francisco) Historia Eclesiástica de España Málaga 1605 167 120,120,,VERDADERO
2,pagina_0124-OCR.json,4,Padilla (D. Lorenzo) Crónica de España fol. 35 65,65,,VERDADERO
2,pagina_0124-OCR.json,5,Padilla (D. Lorenzo) Delos Santos de España fol. Toledo 1538 35 66,66,,VERDADERO
2,pagina_0124-OCR.json,6,Padilla (D. Lorenzo) Libro primero de las Antigüedades de España 16. Pal. 1649 39 18,18,,VERDADERO
2,pagina_0124-OCR.json,7,Padilla (Pedro) Elogios Fúnebres Sevilla 1582 15,15,,VERDADERO
2,pagina_0124-OCR.json,8,Padilla (Fr. Pedro de) Jardín Espiritual Madrid 1585 20 18,18,,VERDADERO
2,pagina_0124-OCR.json,9,Padilla (D. Pedro) Curso Civil y Matemático 2 1743 40 24,24,,VERDADERO
2,pagina_0124-OCR.json,10,Paediani (Antonio) Expositio in 4 Orationes M. Tullii Ciceronis contra C. Verrem 8. 12. p. Venetii 1522 137 10,10,,VERDADERO
2,pagina_0124-OCR.json,11,Paganini (Gaudenzio) C. Obstetrica Literaria Florentiae 1638 12,12,,VERDADERO
2,pagina_0125-OCR.json,1,Carte Parlantes  Florentiæ 1638. 4º. 7. 2ª 12,12,"Transcripción, https://catalogo.share-cat.unina.it/sharecat/resource?uri=UNINA9910481214303321&v=l&dcnr=8",FALSO
2,pagina_0125-OCR.json,2,Pagenstecher (Alexandri Arnoldi) Iuris Pegasianum. 4.º Lemgoviae 1745. Num. 281 8,8,,VERDADERO
2,pagina_0125-OCR.json,3,Pagenstecheri (E.A.) Opuscula Iuris naturalis. 2.º Herbipolae Nataviorum 1734. Num. 281 16,16,,VERDADERO
2,pagina_0125-OCR.json,4,Pagenstecheri (Alexandri Arnoldi) Aphorismi Iuris ad Institutiones Iustinianas. 12. Harderovici 1748. Numero 250 10,10,,VERDADERO
2,pagina_0125-OCR.json,5,Pagenstecheri (A.C.A.) De Iure Ventris liber Singularis 12. Numerus 239 6,6,,VERDADERO
2,pagina_0125-OCR.json,6,Idem De Cornibus et Cornuti. 12. N. 239 6,6,,VERDADERO
2,pagina_0125-OCR.json,7,Idem De Iure Virginum. 12. Breme: 1709. N. 239 6,6,,VERDADERO
2,pagina_0125-OCR.json,8,Pagnino (Sancte) Epitome Ferarum Linguae Sanctae. 8.º Hapkelengii. 1602. n. 303 24,24,,VERDADERO
2,pagina_0125-OCR.json,9,Palacio (D. Diego García de) Instruccion Nautica p. el buen nav y Regimiento &c. conforme a la Altura de Mexico. 4.º Mexico 1587. Num. 188 18,18,,VERDADERO
2,pagina_0125-OCR.json,10,Palafox Rubio (Joanes) Opera Varia. Fol. Antuerpiae 1615. n. 296 30,30,,VERDADERO
2,pagina_0125-OCR.json,11,Palafox Rubio (Jo. Lup.) De Iustitia et Iure obtentionis ac retentionis Boni Matrimonii. 8.º Vila. fol. N. 35 150,150,,VERDADERO
2,pagina_0125-OCR.json,12,Palafox Rubio (Jaime) Rosomata de quædam Iuris quæstionibus de Forooyu Ulat omnibus in jure versantibus mihi proficua. fol. Valladolid 1542. cvum 235 32,32,,VERDADERO
2,pagina_0125-OCR.json,13,Palafox (Hmo. D. Juan) Varon de bien en q. se dedican las brevias de la Vida Espiritual. 4.º Pasta Madrid 1786. cvum 191 16,16,,VERDADERO
2,pagina_0125-OCR.json,14,Palafox (Ilmo. Señor) Defensa Canonica. 4.º Valladolid 1652. Num. 100 po 2ª 12,12,,VERDADERO
2,pagina_0125-OCR.json,15,Palafox  (Illmo. Dtor Juan) Ortografia Castellana. 8.º Zaragoza 1679. N. 32 8,8,,VERDADERO
2,pagina_0126-OCR.json,1,Palafox. (D. Juan de) Historia R. y Sagrada fol. Madrid 1661 298 18,18,,FALSO
2,pagina_0126-OCR.json,2,D. Carta al Padre Gariche de la Compañía del Perú. L.° Cádiz 1647 200 2ª 8,8,,VERDADERO
2,pagina_0126-OCR.json,3,D. Memorial p. la inmunidad Eclesiástica contra la Chancillería de Valladolid fol. Oviedo 1655 97 12,12,,VERDADERO
2,pagina_0126-OCR.json,4,D. Excelencia de S. Príncipe e los Apóstoles fol. Madrid 1659 2.0,2,,VERDADERO
2,pagina_0126-OCR.json,5,id. Luz a los vivos y escarmiento a los muertos fol. Cádiz 1661 108 2.0,2,,VERDADERO
2,pagina_0126-OCR.json,6,D. Vidor dedho. fol. Mad. 1631 168 2.0,2,,VERDADERO
2,pagina_0126-OCR.json,7,D. Vida interior A.° Sevilla 1691 100 2ª 12,12,,VERDADERO
2,pagina_0126-OCR.json,8,D. La Inocencia Vindicada 1698 2 2ª 8,8,,VERDADERO
2,pagina_0126-OCR.json,9,D. Carta al Sumo Pontífice Inocencio Decimo A.° Madrid 1766 100 2ª 8,8,,VERDADERO
2,pagina_0126-OCR.json,10,Palazzo. (P. Ant.) Dictionario del Governo e della Ragion Vera distratto 8.° in Venetia 1606 317 4,4,,VERDADERO
2,pagina_0126-OCR.json,11,Paleotius. (Gabriel) De bono Senectutis Roma 1595 100 12,12,,VERDADERO
2,pagina_0126-OCR.json,12,Salermo (D. re T. Baptista) De Iuridicio Belli & Bellatoris 1734 307 8,8,,VERDADERO
2,pagina_0126-OCR.json,13,Lalingenii (Marcelli) Zodiacytite 8.° Peterodami 1722 6 12,12,,VERDADERO
2,pagina_0126-OCR.json,14,Pallarino. (P. Fortia) Historia Concil. Trident. fol. 13 tomos en un Volum. p. Sup. Ind. 1775 96 8.0,8,,VERDADERO
2,pagina_0127-OCR.json,1,Palavicino (Ferrante) El Sansone 12. Venetia 1654 c.39 6.,6,,FALSO
2,pagina_0127-OCR.json,2,Palavicino (Ferrante) La Vite di Vulcano 12. ed. loc. 1657 6.,6,,VERDADERO
2,pagina_0127-OCR.json,3,Palavicino (Ferrante) La Vita de San Severino martire 12. ed. loc. 1654 6.,6,,VERDADERO
2,pagina_0127-OCR.json,4,Palavicino (Ferrante) Vd. La Berrube e Susana 12. ed. b: et. am. 6.,6,,VERDADERO
2,pagina_0127-OCR.json,5,Palavicino (Ferrante) Opera scelte 12. Villafranca 1673 6.,6,,VERDADERO
2,pagina_0127-OCR.json,6,Palavicino (Ferrante) Vd. Le due Agrippine 12.° in Venetia 1654 6.,6,,VERDADERO
2,pagina_0127-OCR.json,7,Palavicino (Ferrante) Vd. Siena Rhetorica 12.° ed. loc. et ano c.39 6.,6,,VERDADERO
2,pagina_0127-OCR.json,8,Palmexii (Jacob) Apologia pro Lucano 8.° Augusta 1702 c.3 14.,14,,VERDADERO
2,pagina_0127-OCR.json,9,Palmexii (Jacob) Vd. Exercitationes in optimos fere Auctores Franc. Langdun. Batav. 1668 60.,60,,VERDADERO
2,pagina_0127-OCR.json,10,Palmireno (Lorenzo) Vocabulario del Humanista 8.° Valentia 1569 c. num. 32 8.,8,,VERDADERO
2,pagina_0127-OCR.json,11,Palmireno (Lorenzo) El Latino & Il Gentile 8.° Zaragoza 1588 5.,5,,VERDADERO
2,pagina_0127-OCR.json,12,Palmireno (Lorenzo)El Estudioso Cortesano 8.° Valentia 1573 c. numero 32 8.,8,,VERDADERO
2,pagina_0127-OCR.json,13,Palmireno (Lorenzo) Vd. De Arte Riendo 8.° Valentiae 1573 c. numero 19 8.,8,,VERDADERO
2,pagina_0127-OCR.json,14,Palmireno (Lorenzo) Vd. De Vera et facili imitationi Ciceronis et alia opuscula 8.° Cesaraugustae 1560 Atado 3 6.,6,,VERDADERO
2,pagina_0127-OCR.json,15,Palmireni Campi (Laurenti) Eloquentie seu Ratio declamandi orationes  prefaces  epistolae declamationes  et Epigrammata 12. Valentia 1574 c. numero 32 8.,8,,VERDADERO
2,pagina_0127-OCR.json,16,Palmireni (Laurent) Rhetoricae Prologna 8.° Valentia 1567 c. num. 26 12.,12,,VERDADERO
2,pagina_0128-OCR.json,1,Palomino (D. Antonio) Theorica de la Pintura. fol. 2 tom. Mad. 1715. Num. 54. 280,280,,#¡REF!
2,pagina_0128-OCR.json,2,Palomino (Velasco) D. Antonio Las Vidas de los Pintores y Estatuarios Españoles. 4.º Londres 1720. 100. 20,20,,VERDADERO
2,pagina_0128-OCR.json,3,Pamphili (Eusebius) Opera. fol. 2 tom. Paris. 1581. Num. 275. 60,60,,VERDADERO
2,pagina_0128-OCR.json,4,Id. Cronicon Anonum alia que opera todo en lengua Griega. fol. Num. 275. 120,120,,VERDADERO
2,pagina_0128-OCR.json,5,"Id. Terauny temporum, ann. Antiqua- tionibus Italicis et Histonimis. fol. Lugd. Datae 1606. Numero 275. 120",120,,VERDADERO
2,pagina_0128-OCR.json,6,Pancorvini (Francisci veracii) Observationes Juris Civilis. fol. Matriti 1588. N. 246. 24,24,,VERDADERO
2,pagina_0128-OCR.json,7,Pancirola Regiensis (D. Guido) Terauny Saniorum Sec- tionum utriusque juris. fol. Veneti. 1650. Numero 197. 24,24,,VERDADERO
2,pagina_0128-OCR.json,8,Pancirola (Guido) Notitia Dignitatum Utriusque Im- perii. fol. Lugduni. 1608. Lig. N. 86. 60,60,,VERDADERO
2,pagina_0128-OCR.json,9,Pancirola (Guidonis) De lebus et memorabilibus de per- ditis et inventis. 4.º 16. Go. Francofurti. 157. 36,36,,VERDADERO
2,pagina_0128-OCR.json,10,Id. De lebus et memorabilibus de perdi- tis et inventis. 4.º 2 tom. cum volum. Fana- furti 1632. Numero 78. 24,24,,VERDADERO
2,pagina_0128-OCR.json,11,Pandectae Florentinae fol. 1xer tom. Florentiae 1553. N. 266. 220,220,,VERDADERO
2,pagina_0128-OCR.json,12,Pandectae Justinianae fol. mayor. 3 tom. 1.º Aug. 1782. N. 232. 340,340,,VERDADERO
2,pagina_0128-OCR.json,13,Pandectae Justinianae Vondolum. ad editionem Aldiati,,,VERDADERO
2,pagina_0129-OCR.json,1,Scaligerum collatae fol. herton. P. Blanca Basileae 1543 c. 232 150,150,,FALSO
2,pagina_0129-OCR.json,2,Codici Justinianei fol. Pasta blan. Ibidem 1543 Numero 232 50,50,,VERDADERO
2,pagina_0129-OCR.json,3,Catalogus Concilium fol. pauta blanca. Ibidem 1543 c. 232 24,24,,VERDADERO
2,pagina_0129-OCR.json,4,Panegirico por la locria 12.º montilla 1627 Año 23 4,4,,VERDADERO
